Implementing Agency,Lead Organization,Org Type,District,Sub Dstrict,Village,Admin Level 5,Sector/Cluster,Sub Sector,Status,Activity Details,Start Date,End Date,Total Beneficiaries Reached (HOUSEHOLD),Total Beneficiaries Planned (HOUSEHOLD),Primary Beneficiary Type,# of Primary Beneficiaries,Activity Description,Material Provided
PKPU,CRS,National NGOs,Donggala,Banawa,Loli Dando,Dusun IV RT 4,NFI/Shelter,Emergency,Unknown,"blanket, mats, mosquito nets, tarps, ropes, tool kits, kitchen sets & hygiene kits",,,,,,,,
PKPU,CRS,National NGOs,Donggala,Banawa,Loli Saluram,Dusun IV RT 5,NFI/Shelter,Emergency,Unknown,"blanket, mats, mosquito nets, tarps, ropes, tool kits, kitchen sets & hygiene kits",,,,,,,,
PKPU,CRS,National NGOs,Donggala,Banawa,Peswa,Dusun IV RT 6,NFI/Shelter,Emergency,Unknown,"blanket, mats, mosquito nets, tarps, ropes, tool kits, kitchen sets & hygiene kits",,,,,,,,
PKPU,CRS,National NGOs,Donggala,Banawa,Loli Tasibori,Dusun IV RT 7,NFI/Shelter,Emergency,Unknown,"blanket, mats, mosquito nets, tarps, ropes, tool kits, kitchen sets & hygiene kits",,,,,,,,
PKPU,CRS,National NGOs,Donggala,Banawa,Jono Oge,,NFI/Shelter,Emergency,Unknown,"blanket, mats, mosquito nets, tarps, ropes, tool kits, kitchen sets & hygiene kits",,,,,,,,
PKPU,CARE,National NGOs,Donggala,Sirenja,,,NFI/Shelter,Emergency,Unknown,"Tarps 2, Rope 1, sleeping mats, blankets, solar light, mosquito nets, packing sack",Nov-05-2018,Nov-09-2018,,,,,Emergency Shelter Kit,
PKPU,CARE,National NGOs,Donggala,Sirenja,,,NFI/Shelter,Emergency,Unknown,"Claw hammer, wood saw, combination pliers, binding wire, nails roofing, nails common, packing sack",Nov-05-2018,Nov-16-2018,,,,,Shelter Repair kit,
PKPU,CARE,National NGOs,Donggala,Sirenja,,,NFI/Shelter,Emergency,Unknown,Menyesuaikan minimum standard,Nov-05-2018,Nov-16-2018,,,,,Cash for work,
PMI,PMI,Red Cross/Red Crescent,Palu,Balaesang Tanjung,Kamonji,Halaman Masjid Agung,NFI/Shelter,Emergency,Unknown,blanket,Oct-22-2018,Oct-22-2018,484,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Balaesang Tanjung,Kamonji,Halaman Masjid Agung,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-22-2018,Oct-22-2018,,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Labuan Bajo,Rt 2 Rw 2,NFI/Shelter,Emergency,Unknown,baby kit,Oct-15-2018,Oct-15-2018,12,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Boya,Boya,NFI/Shelter,Emergency,Unknown,baby kit,Oct-19-2018,Oct-19-2018,23,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Loli Saluran,Dusun 1,NFI/Shelter,Emergency,Unknown,blanket,Oct-07-2018,Oct-07-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Loli Pesua,Lapangan Lambori',NFI/Shelter,Emergency,Unknown,blanket,Oct-07-2018,Oct-07-2018,2,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Loli Tasiburi,Samping Pt. Samas,NFI/Shelter,Emergency,Unknown,blanket,Oct-07-2018,Oct-07-2018,107,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Boya,Boya,NFI/Shelter,Emergency,Unknown,blanket,Oct-19-2018,Oct-19-2018,164,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Tanjung Batu,Tanjung Batu,NFI/Shelter,Emergency,Unknown,blanket,Oct-19-2018,Oct-19-2018,97,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Gunung Bale,Gunung Bale,NFI/Shelter,Emergency,Unknown,blanket,Oct-19-2018,Oct-19-2018,56,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Boya,Taman Kota,NFI/Shelter,Emergency,Unknown,blanket,Oct-20-2018,Oct-20-2018,64,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Tanjung Batu,Tanjung Batu,NFI/Shelter,Emergency,Unknown,blanket,Oct-24-2018,Oct-24-2018,200,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Loli Saluran,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-13-2018,Oct-13-2018,120,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Loli Oge,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-14-2018,Oct-14-2018,86,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Gunung Bale,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-15-2018,Oct-15-2018,78,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Kabonga Kecil,Belakang Kantor Lurah,NFI/Shelter,Emergency,Unknown,family kit,Oct-08-2018,Oct-08-2018,25,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Labuan Bajo,Tanjung Karang,NFI/Shelter,Emergency,Unknown,family kit,Oct-12-2018,Oct-12-2018,90,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Boya,,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-06-2018,Oct-06-2018,16,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Loli Saluran,Dusun 1,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-07-2018,Oct-07-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Loli Pesua,Lapangan Lambori',NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-07-2018,Oct-07-2018,1,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Loli Tasiburi,Samping Pt. Samas,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-07-2018,Oct-07-2018,1,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Kabonga Kecil,Belakang Kantor Lurah,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-07-2018,Oct-07-2018,33,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Kabonga Kecil,Belakang Kantor Lurah,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,52,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Ganti,Sekolah,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,55,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Ganti,Sekolah,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,7,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa,Boneoge,Boneoge,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-20-2018,Oct-20-2018,30,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa Tengah,Limboro,Pusat Laut,NFI/Shelter,Emergency,Unknown,baby kit,Oct-22-2018,Oct-22-2018,5,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Banawa Tengah,Limboro,Smpn 3 Banawa Tengah,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-22-2018,Oct-22-2018,2,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Bungku Barat,Tondo,Lapangan Kelinci,NFI/Shelter,Emergency,Unknown,sarung,Oct-24-2018,Oct-24-2018,194,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Kabobona,Kantor Kepala Desa,NFI/Shelter,Emergency,Unknown,baby kit,Oct-08-2018,Oct-08-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Karawana,Kantor Kepala Desa,NFI/Shelter,Emergency,Unknown,baby kit,Oct-08-2018,Oct-08-2018,3,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Soulowe,Kantor Kepala Desa,NFI/Shelter,Emergency,Unknown,baby kit,Oct-08-2018,Oct-08-2018,3,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Waturalele,Waturalele,NFI/Shelter,Emergency,Unknown,baby kit,Oct-18-2018,Oct-18-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Karawana,Kantor Kepala Desa,NFI/Shelter,Emergency,Unknown,blanket,Oct-08-2018,Oct-08-2018,50,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Kota Pulu,Kota Pulu,NFI/Shelter,Emergency,Unknown,blanket,Oct-11-2018,Oct-11-2018,75,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Waturalele,Waturalele,NFI/Shelter,Emergency,Unknown,blanket,Oct-18-2018,Oct-18-2018,30,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Kabobona,Kantor Kepala Desa,NFI/Shelter,Emergency,Unknown,family kit,Oct-08-2018,Oct-08-2018,,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Karawana,Kantor Kepala Desa,NFI/Shelter,Emergency,Unknown,family kit,Oct-08-2018,Oct-08-2018,1,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Soulowe,Kantor Kepala Desa,NFI/Shelter,Emergency,Unknown,family kit,Oct-08-2018,Oct-08-2018,1,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Kabobona,Kantor Kepala Desa,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,44,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Soulowe,Kantor Kepala Desa,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Kota Pulu,Kota Pulu,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-11-2018,Oct-11-2018,37,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Tulo,Tulo,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-11-2018,Oct-11-2018,25,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Kotarindau,Kota Rindou,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-11-2018,Oct-11-2018,25,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo,Waturalele,Waturalele,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-18-2018,Oct-18-2018,2,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Barat,Pesaku,Kantor Desa,NFI/Shelter,Emergency,Unknown,blanket,Oct-09-2018,Oct-09-2018,50,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Barat,Mantikole,Kantor Desa,NFI/Shelter,Emergency,Unknown,blanket,Oct-09-2018,Oct-09-2018,50,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Barat,Balongga,Kantor Desa,NFI/Shelter,Emergency,Unknown,blanket,Oct-09-2018,Oct-09-2018,25,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Barat,Wisolo,Kantor Desa,NFI/Shelter,Emergency,Unknown,blanket,Oct-09-2018,Oct-09-2018,40,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Barat,Bobo,Kantor Desa,NFI/Shelter,Emergency,Unknown,blanket,Oct-09-2018,Oct-09-2018,50,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Barat,Balomoa,Balamoa,NFI/Shelter,Emergency,Unknown,blanket,Oct-17-2018,Oct-17-2018,30,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Barat,Balumpewa,Balumpewa,NFI/Shelter,Emergency,Unknown,blanket,Oct-17-2018,Oct-17-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Barat,Kaleke,Kantor Desa,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-09-2018,Oct-09-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Barat,Rarampadende,Kantor Desa,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-09-2018,Oct-09-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Barat,Bobo,Bobo,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-14-2018,Oct-14-2018,15,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Barat,Sambo,Sambo,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-14-2018,Oct-14-2018,15,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Barat,Balomoa,Balamoa,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-17-2018,Oct-17-2018,7,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Barat,Balumpewa,Balumpewa,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-17-2018,Oct-17-2018,2,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Bangga,Bangga,NFI/Shelter,Emergency,Unknown,baby kit,Oct-18-2018,Oct-18-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Walatana,Walatana,NFI/Shelter,Emergency,Unknown,baby kit,Oct-18-2018,Oct-18-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Baluase,Baluase,NFI/Shelter,Emergency,Unknown,baby kit,Oct-18-2018,Oct-18-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Bulubete,Bulubete,NFI/Shelter,Emergency,Unknown,baby kit,Oct-18-2018,Oct-18-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Jono,Jono,NFI/Shelter,Emergency,Unknown,baby kit,Oct-19-2018,Oct-19-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Pulu,Pulu,NFI/Shelter,Emergency,Unknown,baby kit,Oct-19-2018,Oct-19-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Rogo,Rogo,NFI/Shelter,Emergency,Unknown,baby kit,Oct-19-2018,Oct-19-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Poi,Poi,NFI/Shelter,Emergency,Unknown,baby kit,Oct-19-2018,Oct-19-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Sambo,Sambo,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-16-2018,Oct-16-2018,150,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Sambo,Sambo,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-15-2018,Oct-15-2018,150,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Wisolo,Wisolo,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-15-2018,Oct-15-2018,165,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Bangga,Bangga,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-18-2018,Oct-18-2018,2,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Walatana,Walatana,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-18-2018,Oct-18-2018,1,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Baluase,Baluase,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-18-2018,Oct-18-2018,1,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Bulubete,Bulubete,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-18-2018,Oct-18-2018,1,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Jono,Jono,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-19-2018,Oct-19-2018,8,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Sambo,Sambo,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-20-2018,Oct-20-2018,153,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Dolo Selatan,Wisolo,Wisolo,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-20-2018,Oct-20-2018,180,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Gumbasa,Omu,Rumah Kepala Desa,NFI/Shelter,Emergency,Unknown,blanket,Oct-10-2018,Oct-10-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Gumbasa,Tuwa,Rumah Kepala Desa,NFI/Shelter,Emergency,Unknown,blanket,Oct-10-2018,Oct-10-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Gumbasa,Kalawara,Kalawara,NFI/Shelter,Emergency,Unknown,blanket,Oct-15-2018,Oct-15-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Gumbasa,Pakuli,Helikopter,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,2,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Gumbasa,Salu,Helikopter,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,2,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Gumbasa,Pakuli,Rumah Kepala Desa,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-10-2018,Oct-10-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Gumbasa,Omu,Rumah Kepala Desa,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-10-2018,Oct-10-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Gumbasa,Tuwa,Rumah Kepala Desa,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-10-2018,Oct-10-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Gumbasa,Kalawara,Kalawara,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-15-2018,Oct-15-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Gumbasa,Sambo,Sambo,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-15-2018,Oct-15-2018,150,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Gumbasa,Wisolo,Wisolo,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-15-2018,Oct-15-2018,155,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Kinovaro,Balane,Rumah Adat,NFI/Shelter,Emergency,Unknown,baby kit,Oct-09-2018,Oct-09-2018,100,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Kinovaro,Balane,Rumah Adat,NFI/Shelter,Emergency,Unknown,family kit,Oct-09-2018,Oct-09-2018,97,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Kinovaro,Balane,Rumah Adat,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-09-2018,Oct-09-2018,16,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Kulawi,Salua,Rumah Kepala Desa,NFI/Shelter,Emergency,Unknown,blanket,Oct-10-2018,Oct-10-2018,6,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Kulawi,Lonca,Helikopter,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,2,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Kulawi,Salua,Rumah Kepala Desa,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-10-2018,Oct-10-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Labuan,,Rw 2,NFI/Shelter,Emergency,Unknown,baby kit,Oct-16-2018,Oct-16-2018,44,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Labuan,,Rw 2,NFI/Shelter,Emergency,Unknown,blanket,Oct-16-2018,Oct-16-2018,260,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Talise Valangguni,Depan Kampus Stia,NFI/Shelter,Emergency,Unknown,blanket,Oct-17-2018,Oct-17-2018,113,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Talise,Lapangan Lrg Ayu.,NFI/Shelter,Emergency,Unknown,blanket,Oct-17-2018,Oct-17-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Talise,Bukit Marwa,NFI/Shelter,Emergency,Unknown,blanket,Oct-17-2018,Oct-17-2018,23,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Talise,Jl. Domba,NFI/Shelter,Emergency,Unknown,blanket,Oct-18-2018,Oct-18-2018,107,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Talise Valangguni,Bundaran Stq,NFI/Shelter,Emergency,Unknown,blanket,Oct-18-2018,Oct-18-2018,13,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Layana Indah,Lapangan Layana Indah,NFI/Shelter,Emergency,Unknown,blanket,Oct-20-2018,Oct-20-2018,126,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Talise,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-07-2018,Oct-07-2018,12,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Talise,Bukit Duri,NFI/Shelter,Emergency,Unknown,family kit,Oct-07-2018,Oct-07-2018,25,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Talise Valangguni,Depan Kampus Stia,NFI/Shelter,Emergency,Unknown,sarung,Oct-17-2018,Oct-17-2018,113,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Talise,Lapangan Lrg Ayu.,NFI/Shelter,Emergency,Unknown,sarung,Oct-17-2018,Oct-17-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Talise,Bukit Marwa,NFI/Shelter,Emergency,Unknown,sarung,Oct-17-2018,Oct-17-2018,23,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Talise,Jl. Domba,NFI/Shelter,Emergency,Unknown,sarung,Oct-18-2018,Oct-18-2018,107,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Layana Indah,Lapangan Layana Indah,NFI/Shelter,Emergency,Unknown,sarung,Oct-20-2018,Oct-20-2018,126,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Kawatuna,Uwentumbu,NFI/Shelter,Emergency,Unknown,sarung,Oct-23-2018,Oct-23-2018,121,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Talise,Bukit Duri,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-07-2018,Oct-07-2018,25,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Talise,Jl. Domba,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-18-2018,Oct-18-2018,53,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Mantikulore,Kawatuna,Uwentumbu,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-23-2018,Oct-23-2018,60,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Marawola,Padende,Padende,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-22-2018,Oct-22-2018,175,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Palolo,,Helikopter,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,2,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Barat,Donggala Kodi,Donggala Kodi,NFI/Shelter,Emergency,Unknown,blanket,Oct-11-2018,Oct-11-2018,9,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Barat,Duyu,Rt 05 Rw 03,NFI/Shelter,Emergency,Unknown,blanket,Oct-18-2018,Oct-18-2018,69,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Barat,Lere,Lapagan Unisa,NFI/Shelter,Emergency,Unknown,blanket,Oct-18-2018,Oct-18-2018,56,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Barat,Balaroa,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-06-2018,Oct-06-2018,336,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Barat,,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-11-2018,Oct-11-2018,9,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Barat,Balaroa,Posko Pengungsian Bmkg Sulawesi Tengah,NFI/Shelter,Emergency,Unknown,family kit,Oct-06-2018,Oct-06-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Barat,Ujuna,Benteng,NFI/Shelter,Emergency,Unknown,sarung,Oct-25-2018,Oct-25-2018,176,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Barat,Balaroa,Posko Pengungsian Bmkg Sulawesi Tengah,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-06-2018,Oct-06-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Barat,Donggala Kodi,Donggala Kodi,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-11-2018,Oct-11-2018,4,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Barat,Ujuna,Benteng,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-25-2018,Oct-25-2018,88,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,Petobo,Depan Pesantrin Ngata Baru,NFI/Shelter,Emergency,Unknown,blanket,Oct-09-2018,Oct-09-2018,215,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,Birobuli Selatan,Lapangan Tangkasi,NFI/Shelter,Emergency,Unknown,blanket,Oct-09-2018,Oct-09-2018,135,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,Ujuna,Rusunawa,NFI/Shelter,Emergency,Unknown,blanket,Oct-10-2018,Oct-10-2018,169,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,Tatura Utara,Lr. Sehati,NFI/Shelter,Emergency,Unknown,blanket,Oct-14-2018,Oct-14-2018,31,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,Tatura Selatan,Depan Gereja Bk,NFI/Shelter,Emergency,Unknown,blanket,Oct-14-2018,Oct-14-2018,57,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,Tatura Selatan,Depan Mesjid Nursita,NFI/Shelter,Emergency,Unknown,blanket,Oct-14-2018,Oct-14-2018,42,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,Tatura Utara,Jl. Tg. Manimbaya Lorong Gereja,NFI/Shelter,Emergency,Unknown,blanket,Oct-15-2018,Oct-15-2018,38,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-09-2018,Oct-09-2018,215,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-09-2018,Oct-09-2018,135,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-10-2018,Oct-10-2018,169,,,,,
